"BASE_DATE","STOCK_NAME","STOCK_CODE","ISSUER_NAME","FACILITY_NAME","OUTSTANDING_AMOUNT","TRADE_RECENCY","TRADE_FREQUENCY","TRADE_TURNOVER","COMPOSITE_LIQUIDITY_SCORE"
28/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,2,2.33333
28/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
28/04/2023,"PKNS IMTN 5.010% 26.10.2023","VI180294","Perbadanan Kemajuan Negeri Selangor","PKNS RM1.7B IMTN PROGRAMME",100000000,1,1,3,1.66667
28/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,1,1.66667
28/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
28/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,1,2
28/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,1,2
28/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,2,2,2.66667
27/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,1,2
27/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,1,2
27/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,1,1.66667
27/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
27/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,2,2.33333
27/04/2023,"PKNS IMTN 5.010% 26.10.2023","VI180294","Perbadanan Kemajuan Negeri Selangor","PKNS RM1.7B IMTN PROGRAMME",100000000,1,1,3,1.66667
27/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,2,2,2.66667
27/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
26/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,2,2,2.66667
26/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
26/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,1,2
26/04/2023,"PKNS IMTN 5.010% 26.10.2023","VI180294","Perbadanan Kemajuan Negeri Selangor","PKNS RM1.7B IMTN PROGRAMME",100000000,1,1,3,1.66667
26/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,1,1.66667
26/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
26/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,2,2.33333
26/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,1,2
25/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,1,2
25/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
25/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
25/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,2,2,2.66667
25/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,1,2
25/04/2023,"PKNS IMTN 5.010% 26.10.2023","VI180294","Perbadanan Kemajuan Negeri Selangor","PKNS RM1.7B IMTN PROGRAMME",100000000,1,1,3,1.66667
25/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,2,2.33333
25/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,1,1.66667
20/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,1,2
20/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
20/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,1,1.66667
20/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,1,2
20/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,2,2,2.66667
20/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,2,2.33333
20/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
20/04/2023,"PKNS IMTN 5.010% 26.10.2023","VI180294","Perbadanan Kemajuan Negeri Selangor","PKNS RM1.7B IMTN PROGRAMME",100000000,1,1,3,1.66667
19/04/2023,"PKNS IMTN 5.010% 26.10.2023","VI180294","Perbadanan Kemajuan Negeri Selangor","PKNS RM1.7B IMTN PROGRAMME",100000000,1,1,3,1.66667
19/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,2,2,2.66667
19/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
19/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,1,2
19/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,2,2.33333
19/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,1,2
19/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
19/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,4,2.66667
18/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,1,2
18/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
18/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,4,2.66667
18/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
18/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,2,2,2.66667
18/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,2,2.33333
18/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,4,1,1,2
18/04/2023,"PKNS IMTN 5.010% 26.10.2023","VI180294","Perbadanan Kemajuan Negeri Selangor","PKNS RM1.7B IMTN PROGRAMME",100000000,1,1,3,1.66667
17/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
17/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
17/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,4,2.66667
17/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
17/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,2,2,3
17/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,2,2.66667
17/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
17/04/2023,"PKNS IMTN 5.010% 26.10.2023","VI180294","Perbadanan Kemajuan Negeri Selangor","PKNS RM1.7B IMTN PROGRAMME",100000000,1,1,3,1.66667
14/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
14/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
14/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,4,2.66667
14/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,2,2,3
14/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,2,2,3
14/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
14/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
14/04/2023,"PKNS IMTN 5.010% 26.10.2023","VI180294","Perbadanan Kemajuan Negeri Selangor","PKNS RM1.7B IMTN PROGRAMME",100000000,1,1,3,1.66667
13/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,4,2.66667
13/04/2023,"PKNS IMTN 5.010% 26.10.2023","VI180294","Perbadanan Kemajuan Negeri Selangor","PKNS RM1.7B IMTN PROGRAMME",100000000,1,1,3,1.66667
13/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,2,2,3
13/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
13/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
13/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
13/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
13/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,2,2,3
12/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,4,2.66667
12/04/2023,"PKNS IMTN 5.010% 26.10.2023","VI180294","Perbadanan Kemajuan Negeri Selangor","PKNS RM1.7B IMTN PROGRAMME",100000000,1,1,3,1.66667
12/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,2,2,3
12/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
12/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
12/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
12/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,2,2,3
12/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
11/04/2023,"PKNS IMTN 5.010% 26.10.2023","VI180294","Perbadanan Kemajuan Negeri Selangor","PKNS RM1.7B IMTN PROGRAMME",100000000,1,1,3,1.66667
11/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,4,2.66667
11/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,2,2,3
11/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
11/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
11/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,2,2,3
11/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
11/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
10/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,4,2.66667
10/04/2023,"PKNS IMTN 5.010% 26.10.2023","VI180294","Perbadanan Kemajuan Negeri Selangor","PKNS RM1.7B IMTN PROGRAMME",100000000,1,1,3,1.66667
10/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,2,2,3
10/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
10/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
10/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,2,2,3
10/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
10/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
07/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
07/04/2023,"PKNS IMTN 5.010% 26.10.2023","VI180294","Perbadanan Kemajuan Negeri Selangor","PKNS RM1.7B IMTN PROGRAMME",100000000,1,1,3,1.66667
07/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,4,2.66667
07/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
07/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
07/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,2,2,3
07/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,2,2,3
07/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
06/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
06/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
06/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,2,2,3
06/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,4,2.66667
06/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,2,2,3
06/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
06/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
06/04/2023,"PKNS IMTN 5.010% 26.10.2023","VI180294","Perbadanan Kemajuan Negeri Selangor","PKNS RM1.7B IMTN PROGRAMME",100000000,1,1,3,1.66667
05/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,3,2.33333
05/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
05/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,1,1,2.33333
05/04/2023,"TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1","PZ190011","Tropicana Corporation Berhad","TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME",248000000,5,2,2,3
05/04/2023,"PKNS IMTN 5.010% 26.10.2023","VI180294","Perbadanan Kemajuan Negeri Selangor","PKNS RM1.7B IMTN PROGRAMME",100000000,2,1,2,1.66667
05/04/2023,"WCT IMTN 5.700% 03.03.2119 (Series 2)","VZ200021","WCT Holdings Berhad","WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH",204500000,3,1,4,2.66667
