"BASE_DATE","PROD_CODE","BOND_CODE","RATING_AGENCY","BIR","RATING","NOTCH_VARIANCE"
10/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
10/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
10/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
10/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
10/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
10/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
10/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
10/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
10/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
10/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
10/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
10/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
10/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
10/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
10/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
10/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
10/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
10/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
10/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
10/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
10/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A- IS",2
10/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
10/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
09/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
09/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
09/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
09/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
09/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
09/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
09/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
09/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
09/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
09/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
09/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
09/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
09/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
09/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
09/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
09/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
09/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
09/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
09/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
09/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
09/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
09/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
09/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
09/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A- IS",2
09/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
09/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
08/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
08/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
08/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
08/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
08/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
08/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
08/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
08/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
08/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
08/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
08/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
08/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
08/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
08/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
08/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
08/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
08/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
08/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
08/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
08/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
08/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
08/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
08/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
08/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A- IS",2
08/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
08/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
07/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
07/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
07/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
07/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
07/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
07/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
07/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
07/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
07/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
07/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
07/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
07/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
07/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
07/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
07/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
07/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
07/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
07/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
07/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
07/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
07/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
07/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
07/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
07/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A- IS",2
07/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
07/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
06/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
06/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
06/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
06/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
06/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
06/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
06/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
06/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
06/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
06/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
06/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
06/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
06/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
06/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
06/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
06/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
06/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
06/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
06/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
06/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
06/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
06/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
06/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
06/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A- IS",2
06/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
06/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
03/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
03/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
03/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
03/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
03/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
03/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
03/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
03/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
03/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
03/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
03/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
03/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
03/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
03/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
03/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
03/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
03/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
03/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
03/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
03/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
03/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
03/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
03/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
03/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A- IS",2
03/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
03/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
02/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
02/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
02/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
02/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
02/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
02/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
02/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
02/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
02/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
02/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
02/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
02/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
02/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
02/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
02/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
02/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
02/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
02/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
02/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
02/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
02/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
02/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
02/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
02/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A- IS",2
02/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
02/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
01/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",0
01/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",0
01/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",0
01/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",0
01/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",0
01/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",0
01/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
01/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
01/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",0
01/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",0
01/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",0
01/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
01/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
01/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
01/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
01/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
01/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
01/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
01/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",0
01/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
01/03/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
01/03/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
01/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
01/03/2023,"PZ19001125092119","PZ190011","364803V","1050","A- IS",2
01/03/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
01/03/2023,"VI18029426102023","VI180294","208095U","1030","AA3",0
28/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
28/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
28/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
28/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
28/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
28/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
28/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
28/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
28/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
28/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
28/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
28/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
28/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
28/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
28/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
28/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
28/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
28/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
28/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
28/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
28/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
28/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
28/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
28/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A- IS",2
28/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
28/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
27/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
27/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
27/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
27/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
27/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
27/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
27/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
27/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
27/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
27/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
27/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
27/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
27/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
27/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
27/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
27/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
27/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
27/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
27/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
27/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
27/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
27/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
27/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
27/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A- IS",2
27/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
27/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
24/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
24/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
24/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
24/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
24/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
24/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
24/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
24/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
24/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
24/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
24/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
24/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
24/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
24/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
24/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
24/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
24/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
24/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
24/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
24/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
24/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
24/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
24/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
24/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A- IS",2
24/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
24/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
23/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
23/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
23/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
23/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
23/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
23/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
23/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
23/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
23/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
23/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
23/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
23/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
23/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
23/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
23/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
23/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
23/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
23/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
23/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
23/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
23/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
23/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
23/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
23/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A- IS",2
23/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
23/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
22/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
22/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
22/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
22/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
22/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
22/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
22/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
22/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
22/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
22/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
22/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
22/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
22/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
22/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
22/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
22/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
22/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
22/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
22/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
22/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
22/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
22/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
22/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
22/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A- IS",2
22/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
22/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
21/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
21/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
21/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
21/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
21/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
21/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
21/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
21/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
21/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
21/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
21/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
21/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
21/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
21/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
21/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
21/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
21/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
21/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
21/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
21/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
21/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
21/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
21/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
21/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A- IS",2
21/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
21/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
20/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
20/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
20/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
20/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
20/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
20/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
20/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
20/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
20/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
20/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
20/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
20/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
20/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
20/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
20/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
20/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
20/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
20/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
20/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
20/02/2023,"VH22002621012026","VH220026","208095U","1050","A2",-1
20/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
20/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
20/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A IS",2
20/02/2023,"PZ19001125092119","PZ190011","364803V","1050","A- IS",2
20/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
20/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
17/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
17/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
17/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
17/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
17/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
17/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
17/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
17/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
17/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
17/02/2023,"VI18029426102023","VI180294","208095U","1030","AA3",1
17/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
17/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
17/02/2023,"VT22003021012038","VT220030","208095U","1050","A2",-1
17/02/2023,"VZ20002103032119","VZ200021","364803V","1050","A IS",1
